拉丁名,纬度-Latitude,经度 - Longitude
Astragalus minhensis,38.073254,104.69114
Astragalus minutidentatus,27.48,88.9
Astragalus monbeigii,33.0103,97.1031
Astragalus montivagus,21.846,107.889
Astragalus muliensis,29.1031,99.6319
Astragalus multiceps,36.47,77.98
Astragalus munroi,31.47,79.8
Astragalus nanfengensis,38.073254,104.69114
Astragalus nangxianensis,29.65,91.12
Astragalus nematodioides,43.81,87.6
Astragalus oplites,30.29,81.17
Astragalus orbicularifolius,28.85,90.45
Astragalus oreocharis,27.761726,119.727924
Astragalus peduncularis,36.4,99.95
Astragalus peterae,36.92,101.32
Astragalus polyacanthus,28.65,87.12
Astragalus polycladus,33.8958,99.6806
Astragalus porphyrocalyx,29.99605,100.269814
Astragalus praeteritus,35.86,104.2
Astragalus przewalskii,34.5886,100.558
Astragalus pullus,28.48,98.92
Astragalus pycnorhizus,28.85,85.29
Astragalus rhizanthus,28.85,85.29
Astragalus rhododendrophilus,38.073254,104.69114
Astragalus rigidulus,30.05,96.91
Astragalus saxorum,31.68115,103.853481
Astragalus scaberrimus,39.333333,106.983333
Astragalus semicircularis,28.661276,97.466916
Astragalus sikkimensis,35.86,104.2
Astragalus skythropos,33.1275,97.4622
Astragalus smithianus,32.95,94.37
Astragalus stalinskyi,44.02,89.59
Astragalus stipulatus,27.48,88.9
Astragalus strictus,34.4533,100.275
Astragalus subansiriensis,38.073254,104.69114
Astragalus subuliformis,28.66,97.46
Astragalus tatsienensis,31.80612,98.580912
Astragalus tatsienensis var. kangrenbuchiensis,28.48611,98.911543
Astragalus tenuicaulis,27.48,88.9
Astragalus tibeticola,27.48,88.9
Astragalus tongolensis,30.92,102.93
Astragalus tongolensis var. breviflorus,27.928607,101.279419
Astragalus tongolensis var. glaber,29.0019,99.7428
Astragalus tsangpoensis,31.68115,103.853481
Astragalus tsataensis,31.47,79.8
Astragalus tumbatsicus,29.58,94.93
Astragalus variabilis,38.93,100.46
Astragalus verus,30.29,81.17
Astragalus webbianus,32,90
Astragalus yunnanensis,30.056482,101.827026
Astragalus zacharensis,36.97,103.14
Astragalus zadaensis,38.073254,104.69114
Astragalus zayuensis,29.32,95.33
Bauhinia acuminata,21.906403,101.265526
Bauhinia brachycarpa,28.258331,99.273941
Bauhinia purpurea,25.25,110.05
Bauhinia variegata,21.727232,101.584259
Biancaea decapetala,32.017428,118.864159
Butea monosperma,22.010889,100.79926
Cajanus cajan,25.707567,101.873163
Cajanus crassus,24.615701,100.709787
Cajanus elongatus,25.707567,101.873163
Cajanus goensis,22.004094,100.813989
Cajanus scarabaeoides,26.534082,100.42293
Callerya cinerea,25.29,98.79
Campylotropis alopochroa,21.919623,101.27736
Campylotropis brevifolia,27.42,101.5
Campylotropis delavayi,26.534082,100.42293
Campylotropis hirtella,26.87,100.23
Campylotropis luhitensis,21.919623,101.27736
Campylotropis macrocarpa,29.9906,95.3197
Campylotropis polyantha,29.33,102.58
Campylotropis speciosa subsp. eriocarpa,27.078745,100.261314
Campylotropis yunnanensis,25.584234,100.222124
Canavalia ensiformis,30.561162,114.381419
Caragana aegacanthoides,28.85,85.29
Caragana aliensis,30.29,81.17
Caragana bicolor,28.48611,98.911543
Caragana brevifolia,32.080278,97.02
Caragana changduensis,29.67,97.84
Caragana chinghaiensis,34.6833,100.683
Caragana chumbica,29.6111,94.6517
Caragana crassispina,20.822336,110.577179
Caragana cuneatoalata,28.42,92.47
Caragana densa,34.589587,103.507111
Caragana erinacea,29.3,91.98
Caragana franchetiana,27.448837,99.823051
Caragana franchetiana var. gyirongensis,27.448837,99.823051
Caragana gerardiana,31.479212,79.802703
Caragana jubata,36.751537,99.607117
Caragana jubata var. czetyrkininii,36.48,102.4
Caragana junatovii,33.85,95.62
Caragana kozlowii,31.80612,98.580912
Caragana opulens,26.876096,100.229945
Caragana spinifera,27.448837,99.823051
Caragana stenophylla,39.333333,106.983333
Caragana sukiensis,29.05,92.4
Caragana tangutica,32.0803,97.02
Caragana tibetica,28.537778,99
Caragana versicolor,31.66,100.713
Cassia fistula,23.127041,113.341527
Cassia javanica,22.587006,114.063602
Chamaecrista leschenaultiana,25.18,114.33
Chamaecrista mimosoides,25.7258,100.1657
Chamaecrista nomame,27.17,107.4
Cheniella ovatifolia,23.437468,104.672252
Cheniella quinnanensis subsp. gandhiana,21.768333,111.401944
Cheniella tenuiflora,21.922423,101.276078
Chesneya acaulis,31.47,79.8
Chesneya crassipes,31.47,79.8
Chesneya cuneata,29.1,99.6922
Chesneya nubigena,27.82308,99.706013
Chesneya nubigena subsp. purpurea,28.36,87.76
Chesneya polystichoides,27.794479,99.587593
Chesneya spinosa,28.91,89.6
Cicer arietinum,23.127041,113.341527
Cicer microphyllum,35.83,78
Clitoria mariana,22.7,100.86
Cochlianthus gracilis,30.06,102.75
Codariocalyx gyroides,35.86,104.2
Codariocalyx motorius,25.2867,98.5911
Colutea nepalensis,31.47,79.8
Corethrodendron lignosum var. laeve,38.28,109.73
Corethrodendron multijugum,36.359052,100.586509
Corethrodendron scoparium,39.52,109.35
Crotalaria alata,35.86,104.2
Crotalaria albida,29.58,102.2
Crotalaria calycina,23.9,106.61
Crotalaria cytisoides,22.01071,100.799775
Crotalaria ferruginea,35.86,104.2
Crotalaria juncea,22.391288,106.817838
Crotalaria laburnifolia,24.652216,116.948616
Crotalaria mairei,24.392902,106.633387
Crotalaria mysorensis,22.010392,107.325268
Crotalaria pallida,24.652216,116.948616
Crotalaria retusa,18.25,109.5
Crotalaria sessiliflora,25.32,101
Crotalaria spectabilis,28.94,117.57
Crotalaria tetragona,24.47,118.08
Crotalaria yunnanensis,26.655322,102.244617
Cynometra polyandra,31.197639,103.760934
Cytisus scoparius,29.68,115.98
Dalbergia assamica,23.098133,113.291316
Dalbergia lanceolaria,19.176498,109.873535
Dalbergia mimosoides,24.914395,113.07674
Dalbergia oliveri,29.7116,98.0002
Dalbergia pinnata,35.86,104.2
Dalbergia rimosa,21.61,108.05
Dalbergia sericea,28.66,97.46
Dalbergia sissoo,24.47,118.08
Dalbergia stipulacea,35.86,104.2
Dalhousiea bracteata,30.58,82.43
Dendrolobium triangulare,26.534082,100.42293
Derris acuminata,23.928423,117.424747
Derris cuneifolia,18.626309,109.700342
Derris ferruginea,18.252625,109.511923
Derris microptera,29.32,95.33
Derris scabricaulis,27.7386,98.3489
Derris scandens,22.753063,100.893393
Derris secunda,23.928423,117.424747
Derris taiwaniana,22.8,100.9833
Dumasia cordifolia,27.7416,98.343597
Dumasia forrestii,24.175587,110.235565
Dumasia hirsuta,24.466672,112.626493
Dumasia villosa,22.010889,100.79926
Dumasia yunnanensis var. arunachalensis,25.584234,100.222124
Dysolobium grande,21.926807,101.25891
Dysolobium lucens,21.926807,101.25891
Entada phaseoloides,22.004345,100.788513
Entada pursaetha subsp. sinohimalensis,35.86,104.2
Entada rheedei,18.252625,109.511923
Eriosema himalaicum,25.2867,98.5911
Erythrina arborescens,26.87,100.23
Erythrina stricta,23.531078,99.411861
Euchresta horsfieldii,23.437468,104.672252
Flemingia macrophylla,26.534082,100.42293
Flemingia strobilifera,25.664325,102.650987
Gleditsia fera,20.44,110.2
Gleditsia japonica var. delavayi,35.86,104.2
Gleditsia medogensis,29.326875,95.328655
Glycine max,21.9667,100.4667
Grona griffithiana,35.86,104.2
Grona heterocarpos,29.993525,122.15696
Grona reticulata,22.666092,114.272305
Grona triflora,22.604312,114.031753
Gueldenstaedtia verna,40,116.35
Guilandina bonduc,18.252625,109.511923
Gymnocladus assamicus,36.519977,103.891767
Gymnocladus chinensis,36.519977,103.891767
Haymondia wallichii,35.86,104.2
Hedysarum campylocarpon,28.85,85.29
Hedysarum citrinum,29.14,92.59
Hedysarum cuonanum,28.195427,99.962669
Hedysarum falconeri,22.01071,100.799775
Hedysarum hirtifoliolum,28.195427,99.962669
Hedysarum kumaonense,28.85,85.29
Hedysarum limitaneum,35.86,104.2
Hedysarum longigynophorum,29.88,93.25
Hedysarum nagarzense,29.08,87.63
Hedysarum pseudastragalus,31.8503,102.67
Hedysarum sikkimense,28.195427,99.962669
Hedysarum tanguticum,28.48611,98.911543
Hedysarum vicioides,28.48611,98.911543
Hedysarum xizangense,29.7547,91.9375
Huangtcia renifolia,21.475834,101.567519
Huchimingia piscidia,0,0
Hylodesmum leptopus,22.983563,103.687613
Hylodesmum podocarpum,43.85,127.637
Hylodesmum podocarpum subsp. oxyphyllum,29.810805,122.28829
Hylodesmum repandum,22.983563,103.687613
Hylodesmum williamsii,29.85,95.76
Indigofera arrecta,29.866159,118.431373
Indigofera atropurpurea,25.2975,98.7953
Indigofera balfouriana,35.86,104.2
Indigofera bracteata,28.85,85.29
Indigofera bungeana,29.22787,102.359458
Indigofera cylindracea,30.066425,102.7586
Indigofera dolichochaete,27.92,101.27
Indigofera dosua,28.85,85.29
Indigofera hancockii,27.8561,98.6844
Indigofera hebepetala,28.36,87.76
Indigofera hebepetala var. glabra,28.36,87.76
Indigofera heterantha,28.85,85.29
Indigofera lenticellata,34.544025,95.468786
Indigofera linifolia,26.257465,103.105257
Indigofera litoralis,18.252625,109.511923
Indigofera mairei,30.3681,102.8147
Indigofera nigrescens,25.9819,98.8067
Indigofera reticulata,27.37,102.53
Indigofera rigioclada,30.06,102.75
Indigofera scabrida,27.37,102.53
Indigofera sesquipedalis,27.128668,100.231354
Indigofera silvestrii,35.86,104.2
Indigofera souliei,30.066708,102.758313
Indigofera stachyodes,35.86,104.2
Indigofera subverticellata,35.86,104.2
Indigofera szechuensis,30.055305,101.96483
Indigofera tinctoria,18.252625,109.511923
Indigofera trifoliata,23.127041,113.341527
Indigofera trita,27.128668,100.231354
Kummerowia striata,42.877,130.35
Lablab purpureus,30.559627,114.322539
Lathyrus palustris var. exalatus,38.79,113.43
Lathyrus sativus,40.02,116.21
Leptodesmia microphylla,23.314189,114.325058
Lespedeza cuneata,26.293056,110.789167
Lespedeza davurica,35.060556,117.436944
Lespedeza fasciculiflora,24.9936,102.459
Lespedeza gerardiana,29.58,94.92
Lespedeza hengduanshanensis,27.92,101.27
Lespedeza hispida,26.466667,111.316667
Lespedeza juncea,40.108763,113.168588
Lespedeza pilosa,24.983333,112.833333
Lespedeza potaninii,36.107933,120.415961
Lespedeza thunbergii subsp. elliptica,25.7,100.1833
Lespedeza thunbergii subsp. formosa,36.519977,103.891767
Lespedeza tomentosa,35.651389,117.313056
Leucaena leucocephala,22.823037,108.373351
Lotus corniculatus,28.65694,98.93333
Lupinus polyphyllus,27.48,88.9
Mastersia assamica,29.8,110.116667
Medicago archiducis-nicolai,33.0606,97.1428
Medicago edgeworthii,28.61833,98.88361
Medicago falcata,46.523792,89.477538
Medicago lupulina,48.64611,116.82055
Medicago minima,32.059064,119.418318
Medicago polymorpha,30.559627,114.322539
Medicago ruthenica,23.670114,112.396864
Medicago sativa,46.36,122.6
Meizotropis buteiformis,0,0
Melilotus albus,43.53333,124.83333
Melilotus indicus,25.25,110.05
Melilotus officinalis,40.33333,115.98333
Mezoneuron cucullatum,21.892754,100.486472
Mezoneuron enneaphyllum,23.9,106.61
Millettia extensa,26.9,98.87
Millettia pulchra,23.5,103
Mimosa pudica,20.92,110.08
Mimosa rubicaulis subsp. himalayana,43.15,81.12
Moullava tortuosa,25.255089,110.050532
Mucuna hainanensis subsp. multilamellata,23.127041,113.341527
Mucuna macrocarpa,35.86,104.2
Mucuna pruriens,18.3,109.38
Neustanthus phaseoloides,23.315878,114.325081
Ohwia caudata,32.083333,118.75
Ormosia robusta,25.570755,115.785179
Ototropis conferta,25.724363,100.118124
Ototropis likabalia,25.724363,100.118124
Ototropis multiflora,25.724363,100.118124
Oxytropis avisoides,28.85,85.29
Oxytropis baxoiensis,30.17,97.27
Oxytropis biflora,36.28,79.98
Oxytropis brevipedunculata,26.422222,110.5
Oxytropis cachemiriana,32.49,80.09
Oxytropis cinerascens,28.65,87.12
Oxytropis coerulea,40.21,116.17
Oxytropis deflexa,28.66,97.46
Oxytropis densa,33.727778,99.350278
Oxytropis densiflora,35.2,102.52
Oxytropis densiflora var. multiramosa,35.2,102.52
Oxytropis falcata,29.77,84.03
Oxytropis gerzeensis,32.3,84.06
Oxytropis glabra,38.78,101.08
Oxytropis humifusa,30.47,91.09
Oxytropis imbricata,47.31,130.28
Oxytropis kansuensis,34.3989,100.261
Oxytropis lapponica,42.6,85.5
Oxytropis latialata,31.41,95.59
Oxytropis lehmannii,30.29,81.17
Oxytropis lhasaensis,29.73,90.98
Oxytropis linearibracteata,31.88,93.78
Oxytropis longialata,30.65,93.25
Oxytropis malloryana,38.073254,104.69114
Oxytropis melanocalyx,32.38,91.72
Oxytropis microphylla,28.85,85.29
Oxytropis mollis,28.37,90.75
Oxytropis myriophylla,41.25,114.81
Oxytropis ochrantha,35.84,104.11
Oxytropis ochrocephala,31.39,100.67
Oxytropis ochrolongibracteata,38.073254,104.69114
Oxytropis parasericeopetala,29.1911,90.6093
Oxytropis pauciflora,35.58,77.18
Oxytropis platysema,33.43,101.48
Oxytropis podoloba,47.31,130.28
Oxytropis proboscidea,33.38,79.72
Oxytropis pseudocoerulea,30.93,100.31
Oxytropis pusilla,28.7,85.83
Oxytropis qamdoensis,29.0758,99.9189
Oxytropis qilianshanica,38.78,101.08
Oxytropis qinghaiensis,35.0228,98.8606
Oxytropis reniformis,31.03,92.47
Oxytropis savellanica,32.2,96.48
Oxytropis sericopetala,29.65,91.12
Oxytropis sichuanica,31.7,94.97
Oxytropis stracheyana,32,90
Oxytropis subpodoloba,31.42,95.6
Oxytropis tatarica,32,90
Oxytropis thomsonii,30.65,97.57
Oxytropis tragacanthoides,42.26,86.86
Oxytropis tudanensis,38.073254,104.69114
Oxytropis yunnanensis,34.1772,97.7686
Pachyrhizus erosus,21.728569,101.58432
Parkia timoriana,22.02,100.8
Parochetus communis,25.2883,98.8125
Peltophorum pterocarpum,21.660629,109.207449
Phanera macrostachya,24.700001,105.224998
Phanera ornata var. kerrii,18.249731,109.507052
Phanera scandens,21.930504,101.254219
Phanera vahlii,38.201958,101.955633
Phaseolus vulgaris,26,98.65
Phyllodium pulchellum,20.04,113.66
Phyllolobium camptodontum,27.690106,100.758477
Phyllolobium chapmanianum,40.642346,117.463749
Phyllolobium donianum,27.98,87.13
Phyllolobium heydei,33.2975,100.432
Phyllolobium lasaense,29.75,91.47
Phyllolobium milingense,29.7372,96.065
Phyllolobium pastorium,29.72,98.45
Phyllolobium prodigiosum,29.58,91.15
Phyllolobium sanbilingense,27.82308,99.706013
Phyllolobium tanguticum,33.0606,97.1428
Phyllolobium tingriense,28.85,85.29
Phyllolobium tribulifolium,31.1842,96.6053
Piptanthus concolor,30.055305,101.96483
Piptanthus nepalensis,35.86,104.2
Piptanthus nepalensis var. leiocarpus,35.86,104.2
Piptanthus nepalensis var. sericopetalus,35.86,104.2
Piptanthus tomentosus,27.901974,99.638054
Pisum sativum,29.016667,107
Pithecellobium dulce,22.391288,106.817838
Pleurolobus gangeticus,35.86,104.2
Polhillides velutina,22.010392,107.325268
Pongamia pinnata,23.12,113.34
Pterolobium punctatum,35.86,104.2
Pueraria bella,31.176247,121.532683
Pueraria montana,31.176247,121.532683
Pueraria montana var. lobata,24.466672,112.626493
Pueraria montana var. thomsonii,35.86,104.2
Puhuaea megaphylla,22.010889,100.79926
Puhuaea sequax,35.86,104.2
Rhynchosia himalensis,29.914155,102.234618
Rhynchosia himalensis var. craibiana,29.914155,102.234618
Robinia pseudoacacia,26.466667,111.316667
Salweenia wardii,30.0521,96.919504
Saraca asoca,23.12,104.7
Senegalia caesia,23.65,113.67
Senegalia catechu,21.9275,101.249722
Senegalia megaladena,35.86,104.2
Senegalia pennata,27.71,102.8
Senegalia pruinescens,35.86,104.2
Senegalia rugata,27.339245,103.714017
Senna 脳 floribunda,23.12,113.34
Senna alata,22.84,115.35
Senna occidentalis,23.8,111.87
Senna tora,23.17,113.36
Sesbania bispinosa,24.388378,106.006265
Shuteria vestita,24.6961,98.8136
Smithia ciliata,35.86,104.2
Smithia grandis,35.86,104.2
Smithia sensitiva,25.167046,116.193497
Sohmaea laxiflora,35.86,104.2
Sophora benthamii,29.32,95.33
Sophora davidii,39.535776,116.113141
Sophora davidii var. chuansiensis,31.44445,102.288749
Sophora moorcroftiana,29.7209,91.1071
Sophora moorcroftiana f. albiflora,29.7209,91.1071
Stracheya tibetica,33.0714,96.8428
Styphnolobium japonicum,43.80957,87.605583
Sunhangia calliantha,27.2536,100.153
Sunhangia elegans,29.9425,101.018
Sunhangia elegans var. handelii,28.46222,98.79972
Sunhangia stenophylla,25.288611,98.8125
Sunhangia yunnanensis,35.86,104.2
Tamarindus indica,20.44,110.2
Tateishia concinna,24.68123,105.334672
Tephrosia candida,21.53,109.32
Thermopsis alpina,35.83,78
Thermopsis alpina var. licentiana,27.82308,99.706013
Thermopsis barbata,27.450943,99.822693
Thermopsis barbata f. chrysanthus,28.85,85.3
Thermopsis inflata,32,90
Thermopsis lanceolata,28.6,86.5
Thermopsis lupinoides,30.561162,114.381419
Thermopsis przewalskii,27.450943,99.822693
Thermopsis smithiana,30.05389,101.95667
Tibetia forrestii,27.82308,99.706013
Tibetia himalaica,30.055305,101.96483
Tibetia tongolensis,27.449234,99.822273
Tibetia yadongensis,27.1598,101.273
Tibetia yunnanensis,27.931559,99.614517
Tibetia yunnanensis var. coelestis,30.05,101.96
Toxicopueraria peduncularis,28.66,97.46
Trifolium pratense,29.68,115.98
Trifolium repens,31.9,120.27
Trigonella cachemiriana,37.311111,75.420547
Trigonella emodi,28.85,85.29
Trigonella fimbriata,28.85,85.3
Trigonella foenum-graecum,33.068384,107.031898
Trigonella gracilis,28.48611,98.911543
Uraria clarkei,35.86,104.2
Uraria crinita,22.642184,114.390483
Uraria lacei,35.86,104.2
Uraria lagopus,23.9022,106.618742
Uraria oblonga,25.258611,98.845556
Uraria rufescens,18.252625,109.511923
Vicia amoena,33.000556,97.328889
Vicia angustifolia,35.86,104.2
Vicia bakeri,32.9,101.7
Vicia bungei,30.855278,102.520278
Vicia cracca,29.7547,91.9375
Vicia faba,30.553863,114.316006
Vicia hirsuta,32.055645,118.797741
Vicia lens,28.312222,98.871667
Vicia megalotropis,31.80612,98.580912
Vicia multicaulis,38.798957,113.432164
Vicia nummularia,28.6003,100.287
Vicia sativa,35.86,104.2
Vicia tibetica,35.86,104.2
Vicia unijuga,43.5,116.816667
Vigna aconitifolia,26.11116,99.951049
Vigna angularis,25.275367,103.003972
Vigna clarkei,35.3558,99.1339
Vigna hirtella,29.32,95.33
Vigna trilobata,27.928607,101.279419
Vigna umbellata,32.055645,118.797741
Vigna unguiculata,22.823037,108.373351
Zornia gibbosa,22.604825,114.032681
Polygala arillata,35.86,104.2
Polygala bomiensis,30.4578,100.302
Polygala crotalarioides,28.85,85.29
Polygala elegans,28.85,85.3
Polygala erioptera,25.13,108
Polygala furcata,43.85,127.637
Polygala globulifera,25.13,115.39
Polygala globulifera var. longiracemosa,35.86,104.2
Polygala karensium,22.914167,103.699722
Polygala lhunzeensis,28.599445,93.40389
Polygala longifolia,24.68123,105.334672
Polygala monopetala,31.5978,100.367
Polygala persicariifolia,25.46,105.28
Polygala sibirica,25.04916,101.6975
Polygala tatarinowii,35.86,104.2
Polygala tenuifolia,44.609,129.858
Polygala triflora,19.967153,110.390625
Polygala wattersii,31.331599,110.783718
Salomonia cantoniensis,22.308333,111.1025
Salomonia ciliata,25.9625,98.8261
Securidaca inappendiculata,22.69,112.22
Xanthophyllum burkillii,18.753194,108.923731
Xanthophyllum flavescens,21.919623,101.27736
Xanthophyllum griffithii,18.753194,108.923731
Acomastylis elata,26.537043,99.905548
Acomastylis elata var. humilis,26.537043,99.905548
Acomastylis macrosepala,28,91.95
Agrimonia pilosa,35.86,104.2
Agrimonia pilosa var. nepalensis,27.7386,98.3489
Alchemilla glabra,47.85,88.13
Alchemilla gracilis,27.82308,99.706013
Alchemilla japonica,44.157024,87.987324
Argentina anserina,41.785,100.576
Argentina aristata,28.85,85.29
Argentina contigua,0,0
Argentina glabriuscula,0,0
Argentina glabriuscula var. oligandra,0,0
Argentina gracilescens,45.7,87.5
Argentina interrupta,28.37,87.77
Argentina leuconota,29.67,102.62
Argentina leuconota var. brachyphyllaria,31.712092,88.118532
Argentina lineata,25.67,100.13
Argentina luteopilosa,28.48611,98.911543
Argentina micropetala,27.78,99.7
Argentina microphylla,28.12,91.9
Argentina peduncularis,35.86,104.2
Argentina phanerophlebia,25.869611,102.593465
Argentina polyphylla,29.32,95.33
Argentina songzhuensis,41.785,100.576
Argentina stenophylla,30.533333,101.616667
Argentina stenophylla var. emergens,29.000343,101.507299
Argentina tapetodes,27.928236,91.879494
Argentina turfosa,29.32,95.33
Aruncus gombalanus,35.86,104.2
Aruncus sylvester,34.56,110.09
Chaenomeles cathayensis,23.693888,100.633155
Chaenomeles japonica,30.710589,104.088668
Chaenomeles speciosa,35.86,104.2
Chaenomeles thibetica,30.1023,95.1115
Chamaecallis perpusilloides,35.86,104.2
